opportunity_id,sales_agent,product,product_series,account,sector,account_revenue,account_employees,deal_stage,engage_date,engagement_age_days,account_tier,product_value_tier,engagement_age_band,crm_priority_score,priority_tier
IBS3H6Z4,Hayden Neloms,GTX Plus Basic,GTX,,,,,Engaging,2017-03-17,289,Unassigned Account,Medium Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
IBZI95HI,James Ascencio,GTX Plus Basic,GTX,Zoomit,entertainment,324.19,978.0,Engaging,2017-05-26,219,Commercial / Small,Medium Value,Stalled / Critical (> 180 days),65,Tier 2 — Medium Priority
ICG3THQK,Gladys Colclough,GTX Basic,GTX,Sumace,retail,167.89,493.0,Engaging,2017-07-31,153,Commercial / Small,Low Value,Aging (91-180 days),60,Tier 2 — Medium Priority
ICMXZOVL,Daniell Hammack,GTX Pro,GTX,Stanredtax,finance,1698.2,3798.0,Engaging,2016-12-08,388,Mid-Market,High Value,Stalled / Critical (> 180 days),80,Tier 1 — High Priority
ICR59VIJ,Cassey Cress,MG Advanced,MG,,,,,Engaging,2017-08-15,138,Unassigned Account,Medium Value,Aging (91-180 days),65,Tier 2 — Medium Priority
IDKBZCAF,Daniell Hammack,GTX Pro,GTX,,,,,Engaging,2017-09-21,101,Unassigned Account,High Value,Aging (91-180 days),75,Tier 1 — High Priority
IE7VQ5BA,Daniell Hammack,GTX Plus Basic,GTX,Finhigh,finance,1102.43,1759.0,Engaging,2016-12-23,373,Mid-Market,Medium Value,Stalled / Critical (> 180 days),70,Tier 2 — Medium Priority
IEAPJ5X1,Maureen Marcano,GTX Plus Basic,GTX,,,,,Engaging,2017-02-07,327,Unassigned Account,Medium Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
IEMOIN3K,Darcel Schlecht,GTX Plus Basic,GTX,,,,,Prospecting,,0,Unassigned Account,Medium Value,Unengaged (Prospecting),40,Tier 3 — Lower Priority
IG540SIB,Cecily Lampkin,MG Advanced,MG,,,,,Engaging,2017-07-30,154,Unassigned Account,Medium Value,Aging (91-180 days),65,Tier 2 — Medium Priority
IGHYUSN8,Vicki Laflamme,GTX Plus Pro,GTX,Golddex,finance,52.5,165.0,Engaging,2017-05-06,239,Commercial / Small,High Value,Stalled / Critical (> 180 days),75,Tier 1 — High Priority
IGRY0M4Q,Daniell Hammack,MG Advanced,MG,,,,,Engaging,2017-04-26,249,Unassigned Account,Medium Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
IHKIAB1W,Darcel Schlecht,GTX Pro,GTX,Dontechi,software,4618.0,10083.0,Prospecting,,0,Enterprise,High Value,Unengaged (Prospecting),70,Tier 2 — Medium Priority
IIVP87B8,Maureen Marcano,MG Special,MG,,,,,Engaging,2017-04-22,253,Unassigned Account,Low Value,Stalled / Critical (> 180 days),50,Tier 3 — Lower Priority
IK7LMFER,Moses Frase,MG Special,MG,,,,,Engaging,2017-07-26,158,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
IKR0NSUE,Moses Frase,MG Special,MG,,,,,Prospecting,,0,Unassigned Account,Low Value,Unengaged (Prospecting),30,Tier 3 — Lower Priority
IKU97NEU,Markita Hansen,MG Advanced,MG,Funholding,finance,2819.5,7227.0,Engaging,2017-04-10,265,Enterprise,Medium Value,Stalled / Critical (> 180 days),80,Tier 1 — High Priority
ILR33OAV,James Ascencio,MG Advanced,MG,,,,,Engaging,2017-03-11,295,Unassigned Account,Medium Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
IMLFM79C,Markita Hansen,GTX Plus Basic,GTX,,,,,Engaging,2017-09-09,113,Unassigned Account,Medium Value,Aging (91-180 days),65,Tier 2 — Medium Priority
IMLG35AP,Lajuana Vencill,GTX Plus Pro,GTX,,,,,Engaging,2017-07-22,162,Unassigned Account,High Value,Aging (91-180 days),75,Tier 1 — High Priority
IMN2GUYV,Lajuana Vencill,GTX Basic,GTX,Statholdings,employment,291.27,586.0,Prospecting,,0,Commercial / Small,Low Value,Unengaged (Prospecting),35,Tier 3 — Lower Priority
IN9S33CD,Rosalina Dieter,GTX Plus Pro,GTX,Finhigh,finance,1102.43,1759.0,Engaging,2017-03-17,289,Mid-Market,High Value,Stalled / Critical (> 180 days),80,Tier 1 — High Priority
INBGKE14,Kary Hendrixson,GTX Pro,GTX,,,,,Engaging,2017-02-16,318,Unassigned Account,High Value,Stalled / Critical (> 180 days),70,Tier 2 — Medium Priority
INKH0Y59,Vicki Laflamme,MG Special,MG,,,,,Engaging,2017-04-24,251,Unassigned Account,Low Value,Stalled / Critical (> 180 days),50,Tier 3 — Lower Priority
INLVV78V,Versie Hillebrand,MG Special,MG,,,,,Engaging,2017-07-22,162,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
IOPIJ6C6,Boris Faz,GTX Plus Basic,GTX,,,,,Engaging,2017-09-07,115,Unassigned Account,Medium Value,Aging (91-180 days),65,Tier 2 — Medium Priority
IPHP2GVT,Cecily Lampkin,MG Special,MG,,,,,Engaging,2017-07-19,165,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
IQFDPIND,Versie Hillebrand,GTX Basic,GTX,,,,,Engaging,2017-07-19,165,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
IQMW1VDP,Violet Mclelland,MG Special,MG,,,,,Engaging,2017-06-07,207,Unassigned Account,Low Value,Stalled / Critical (> 180 days),50,Tier 3 — Lower Priority
IQR162ZT,Elease Gluck,GTX Plus Basic,GTX,,,,,Engaging,2017-12-13,18,Unassigned Account,Medium Value,Recent (<= 90 days),70,Tier 2 — Medium Priority
IRTO8ZJW,Jonathan Berthelot,GTX Plus Basic,GTX,,,,,Prospecting,,0,Unassigned Account,Medium Value,Unengaged (Prospecting),40,Tier 3 — Lower Priority
ISAWVDYZ,Daniell Hammack,GTX Basic,GTX,,,,,Engaging,2017-03-09,297,Unassigned Account,Low Value,Stalled / Critical (> 180 days),50,Tier 3 — Lower Priority
ISQJD695,Boris Faz,GTX Basic,GTX,Sunnamplex,marketing,894.37,1593.0,Engaging,2017-07-16,168,Mid-Market,Low Value,Aging (91-180 days),65,Tier 2 — Medium Priority
IUM2FVA1,Versie Hillebrand,MG Advanced,MG,,,,,Prospecting,,0,Unassigned Account,Medium Value,Unengaged (Prospecting),40,Tier 3 — Lower Priority
IVJP36UT,Cassey Cress,MG Advanced,MG,,,,,Engaging,2017-02-08,326,Unassigned Account,Medium Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
IVTNXNYP,Moses Frase,GTX Basic,GTX,,,,,Prospecting,,0,Unassigned Account,Low Value,Unengaged (Prospecting),30,Tier 3 — Lower Priority
IW6S2BN0,Gladys Colclough,GTX Plus Basic,GTX,,,,,Engaging,2017-08-01,152,Unassigned Account,Medium Value,Aging (91-180 days),65,Tier 2 — Medium Priority
IXW68X6Z,Cecily Lampkin,MG Advanced,MG,,,,,Prospecting,,0,Unassigned Account,Medium Value,Unengaged (Prospecting),40,Tier 3 — Lower Priority
J0G6ZLYZ,Zane Levy,GTX Plus Pro,GTX,,,,,Engaging,2017-09-02,120,Unassigned Account,High Value,Aging (91-180 days),75,Tier 1 — High Priority
J1G2SZKD,Zane Levy,GTX Basic,GTX,Goodsilron,marketing,2952.73,5107.0,Engaging,2017-11-22,39,Enterprise,Low Value,Recent (<= 90 days),80,Tier 1 — High Priority
J31SUXQJ,Marty Freudenburg,GTX Plus Pro,GTX,Sumace,retail,167.89,493.0,Engaging,2017-08-10,143,Commercial / Small,High Value,Aging (91-180 days),80,Tier 1 — High Priority
J32XDDAW,Markita Hansen,GTX Basic,GTX,,,,,Engaging,2016-12-14,382,Unassigned Account,Low Value,Stalled / Critical (> 180 days),50,Tier 3 — Lower Priority
J53D8EOL,Kary Hendrixson,GTX Plus Basic,GTX,Hottechi,technology,8170.38,16499.0,Engaging,2016-12-14,382,Enterprise,Medium Value,Stalled / Critical (> 180 days),80,Tier 1 — High Priority
J58BUYQH,Kary Hendrixson,GTX Plus Basic,GTX,,,,,Engaging,2017-04-11,264,Unassigned Account,Medium Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
J5BCAQ1Z,Zane Levy,GTX Basic,GTX,Bioplex,medical,326.82,1016.0,Engaging,2017-12-15,16,Mid-Market,Low Value,Recent (<= 90 days),70,Tier 2 — Medium Priority
J5IF7CT6,Gladys Colclough,MG Advanced,MG,,,,,Prospecting,,0,Unassigned Account,Medium Value,Unengaged (Prospecting),40,Tier 3 — Lower Priority
J5IXJWVU,Gladys Colclough,MG Advanced,MG,Cancity,retail,718.62,2448.0,Prospecting,,0,Mid-Market,Medium Value,Unengaged (Prospecting),50,Tier 3 — Lower Priority
J6F10SFK,Markita Hansen,MG Advanced,MG,,,,,Engaging,2017-04-08,267,Unassigned Account,Medium Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
J6OQS0AU,Hayden Neloms,MG Advanced,MG,,,,,Engaging,2017-03-26,280,Unassigned Account,Medium Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
J71N4WQ6,Markita Hansen,GTX Plus Basic,GTX,,,,,Engaging,2017-05-06,239,Unassigned Account,Medium Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
J732416R,Anna Snelling,MG Special,MG,,,,,Engaging,2017-07-23,161,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
J962I0KG,Cassey Cress,GTX Plus Basic,GTX,,,,,Engaging,2017-11-20,41,Unassigned Account,Medium Value,Recent (<= 90 days),70,Tier 2 — Medium Priority
J9OP2A5I,Rosalina Dieter,MG Special,MG,,,,,Engaging,2017-05-02,243,Unassigned Account,Low Value,Stalled / Critical (> 180 days),50,Tier 3 — Lower Priority
J9PCNCUP,Kary Hendrixson,GTX Basic,GTX,Golddex,finance,52.5,165.0,Engaging,2017-11-06,55,Commercial / Small,Low Value,Recent (<= 90 days),65,Tier 2 — Medium Priority
JA5G7YBO,Markita Hansen,MG Special,MG,Blackzim,retail,497.11,1588.0,Engaging,2017-03-05,301,Mid-Market,Low Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
JB3J080M,Kary Hendrixson,GTX Plus Pro,GTX,,,,,Engaging,2017-07-11,173,Unassigned Account,High Value,Aging (91-180 days),75,Tier 1 — High Priority
JB60NPU9,Corliss Cosme,GTX Pro,GTX,,,,,Engaging,2017-09-11,111,Unassigned Account,High Value,Aging (91-180 days),75,Tier 1 — High Priority
JBECEURV,Zane Levy,GTX Basic,GTX,,,,,Engaging,2017-09-14,108,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
JC7DDV56,Anna Snelling,MG Special,MG,,,,,Prospecting,,0,Unassigned Account,Low Value,Unengaged (Prospecting),30,Tier 3 — Lower Priority
JCPQZ2SN,Hayden Neloms,GTX Plus Basic,GTX,Cheers,entertainment,4269.9,6472.0,Engaging,2017-02-04,330,Enterprise,Medium Value,Stalled / Critical (> 180 days),80,Tier 1 — High Priority
JCRT0QHO,Darcel Schlecht,GTX Plus Basic,GTX,,,,,Prospecting,,0,Unassigned Account,Medium Value,Unengaged (Prospecting),40,Tier 3 — Lower Priority
JD7ACALY,Versie Hillebrand,MG Special,MG,,,,,Prospecting,,0,Unassigned Account,Low Value,Unengaged (Prospecting),30,Tier 3 — Lower Priority
JDHHDOX8,Jonathan Berthelot,GTX Basic,GTX,,,,,Engaging,2017-07-20,164,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
JDXSS1HT,Markita Hansen,GTX Basic,GTX,Silis,medical,2818.38,6290.0,Engaging,2017-03-08,298,Enterprise,Low Value,Stalled / Critical (> 180 days),70,Tier 2 — Medium Priority
JEWIBFH9,Wilburn Farren,MG Advanced,MG,,,,,Engaging,2017-08-14,139,Unassigned Account,Medium Value,Aging (91-180 days),65,Tier 2 — Medium Priority
JF4MEWPX,Moses Frase,GTX Basic,GTX,,,,,Prospecting,,0,Unassigned Account,Low Value,Unengaged (Prospecting),30,Tier 3 — Lower Priority
JGXK8P6T,Zane Levy,MG Advanced,MG,,,,,Engaging,2017-08-01,152,Unassigned Account,Medium Value,Aging (91-180 days),65,Tier 2 — Medium Priority
JH643YRI,Lajuana Vencill,MG Advanced,MG,Umbrella Corporation,finance,2022.14,5113.0,Engaging,2017-07-25,159,Enterprise,Medium Value,Aging (91-180 days),85,Tier 1 — High Priority
JHCA115A,Vicki Laflamme,GTX Pro,GTX,Green-Plus,services,692.19,1922.0,Engaging,2017-07-19,165,Mid-Market,High Value,Aging (91-180 days),85,Tier 1 — High Priority
JHNDPI2N,Anna Snelling,MG Special,MG,J-Texon,retail,1388.67,3583.0,Prospecting,,0,Mid-Market,Low Value,Unengaged (Prospecting),40,Tier 3 — Lower Priority
JIACLB24,Vicki Laflamme,GTX Basic,GTX,Scottech,marketing,45.39,100.0,Engaging,2017-01-14,351,Commercial / Small,Low Value,Stalled / Critical (> 180 days),55,Tier 2 — Medium Priority
JIEO87ZV,Daniell Hammack,MG Advanced,MG,,,,,Engaging,2017-10-06,86,Unassigned Account,Medium Value,Recent (<= 90 days),70,Tier 2 — Medium Priority
JJGRAQ2K,Kary Hendrixson,GTX Plus Pro,GTX,Rangreen,technology,2938.67,8775.0,Engaging,2017-10-23,69,Enterprise,High Value,Recent (<= 90 days),100,Tier 1 — High Priority
JKAYQ4HQ,Elease Gluck,MG Special,MG,,,,,Engaging,2017-09-03,119,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
JL9ERNVY,Boris Faz,GTX Plus Pro,GTX,,,,,Engaging,2017-05-20,225,Unassigned Account,High Value,Stalled / Critical (> 180 days),70,Tier 2 — Medium Priority
JLZCOLIE,Gladys Colclough,MG Advanced,MG,,,,,Prospecting,,0,Unassigned Account,Medium Value,Unengaged (Prospecting),40,Tier 3 — Lower Priority
JM5GDLEF,Corliss Cosme,GTX Pro,GTX,,,,,Engaging,2017-05-20,225,Unassigned Account,High Value,Stalled / Critical (> 180 days),70,Tier 2 — Medium Priority
JNEQWZQK,Wilburn Farren,GTX Basic,GTX,,,,,Engaging,2017-04-25,250,Unassigned Account,Low Value,Stalled / Critical (> 180 days),50,Tier 3 — Lower Priority
JOLNKYNH,Moses Frase,MG Advanced,MG,,,,,Engaging,2017-07-22,162,Unassigned Account,Medium Value,Aging (91-180 days),65,Tier 2 — Medium Priority
JQ338VQC,Versie Hillebrand,MG Special,MG,Blackzim,retail,497.11,1588.0,Prospecting,,0,Mid-Market,Low Value,Unengaged (Prospecting),40,Tier 3 — Lower Priority
JQ5AOYQ8,Darcel Schlecht,MG Advanced,MG,,,,,Engaging,2017-07-27,157,Unassigned Account,Medium Value,Aging (91-180 days),65,Tier 2 — Medium Priority
JQA8H6M5,Kami Bicknell,GTX Plus Pro,GTX,,,,,Engaging,2017-02-15,319,Unassigned Account,High Value,Stalled / Critical (> 180 days),70,Tier 2 — Medium Priority
JQBN7PXK,Gladys Colclough,MG Advanced,MG,Xx-zobam,entertainment,3838.39,8274.0,Prospecting,,0,Enterprise,Medium Value,Unengaged (Prospecting),60,Tier 2 — Medium Priority
JS5N8USN,Corliss Cosme,GTX Plus Basic,GTX,,,,,Engaging,2017-06-14,200,Unassigned Account,Medium Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
JSTHYUCD,Anna Snelling,MG Special,MG,,,,,Prospecting,,0,Unassigned Account,Low Value,Unengaged (Prospecting),30,Tier 3 — Lower Priority
JSZZN48S,James Ascencio,GTX Plus Pro,GTX,,,,,Engaging,2017-02-28,306,Unassigned Account,High Value,Stalled / Critical (> 180 days),70,Tier 2 — Medium Priority
JUCNIG4H,James Ascencio,GTX Basic,GTX,,,,,Engaging,2016-12-05,391,Unassigned Account,Low Value,Stalled / Critical (> 180 days),50,Tier 3 — Lower Priority
JUHQ1POT,Boris Faz,GTX Plus Basic,GTX,Streethex,retail,1376.8,1165.0,Engaging,2017-07-01,183,Mid-Market,Medium Value,Stalled / Critical (> 180 days),70,Tier 2 — Medium Priority
JVF7HZMV,Zane Levy,GTX Plus Basic,GTX,,,,,Engaging,2017-11-28,33,Unassigned Account,Medium Value,Recent (<= 90 days),70,Tier 2 — Medium Priority
JVXGG70X,Darcel Schlecht,GTX Plus Pro,GTX,,,,,Prospecting,,0,Unassigned Account,High Value,Unengaged (Prospecting),50,Tier 3 — Lower Priority
JW4Q5F4Z,Cassey Cress,MG Special,MG,,,,,Engaging,2017-04-01,274,Unassigned Account,Low Value,Stalled / Critical (> 180 days),50,Tier 3 — Lower Priority
JXUSPNPV,Markita Hansen,GTX Plus Basic,GTX,,,,,Engaging,2017-09-26,96,Unassigned Account,Medium Value,Aging (91-180 days),65,Tier 2 — Medium Priority
JZ4QLP1W,Lajuana Vencill,MG Special,MG,Bioplex,medical,326.82,1016.0,Prospecting,,0,Mid-Market,Low Value,Unengaged (Prospecting),40,Tier 3 — Lower Priority
K1K48OTP,Kary Hendrixson,GTX Plus Pro,GTX,Conecom,technology,1520.66,1806.0,Engaging,2017-07-07,177,Mid-Market,High Value,Aging (91-180 days),85,Tier 1 — High Priority
K2NPVZL8,Kami Bicknell,GTX Basic,GTX,,,,,Engaging,2017-09-23,99,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
K38J8D75,Niesha Huffines,GTX Basic,GTX,,,,,Prospecting,,0,Unassigned Account,Low Value,Unengaged (Prospecting),30,Tier 3 — Lower Priority
K5CWSFCW,Elease Gluck,GTX Pro,GTX,Blackzim,retail,497.11,1588.0,Engaging,2016-12-21,375,Mid-Market,High Value,Stalled / Critical (> 180 days),80,Tier 1 — High Priority
K5GFWLKM,Boris Faz,GTX Plus Basic,GTX,,,,,Engaging,2017-05-09,236,Unassigned Account,Medium Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
K63TD0WD,Versie Hillebrand,MG Special,MG,,,,,Engaging,2017-07-31,153,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
K64TY8LU,Maureen Marcano,MG Special,MG,,,,,Engaging,2017-01-16,349,Unassigned Account,Low Value,Stalled / Critical (> 180 days),50,Tier 3 — Lower Priority
K6M3EX4O,Kami Bicknell,GTX Plus Basic,GTX,,,,,Engaging,2017-04-15,260,Unassigned Account,Medium Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
K6MTPSB5,Lajuana Vencill,GTX Basic,GTX,,,,,Engaging,2017-07-23,161,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
K7056XS7,Rosie Papadopoulos,MG Advanced,MG,Kinnamplus,retail,702.72,1831.0,Engaging,2017-07-05,179,Mid-Market,Medium Value,Aging (91-180 days),75,Tier 1 — High Priority
K72CEXGZ,Maureen Marcano,GTX Plus Basic,GTX,,,,,Engaging,2017-03-20,286,Unassigned Account,Medium Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
K7L1RE8B,Niesha Huffines,MG Special,MG,,,,,Prospecting,,0,Unassigned Account,Low Value,Unengaged (Prospecting),30,Tier 3 — Lower Priority
K7TV5UBZ,James Ascencio,GTX Plus Pro,GTX,,,,,Engaging,2017-05-24,221,Unassigned Account,High Value,Stalled / Critical (> 180 days),70,Tier 2 — Medium Priority
K8ITR8PA,Niesha Huffines,GTX Plus Pro,GTX,,,,,Prospecting,,0,Unassigned Account,High Value,Unengaged (Prospecting),50,Tier 3 — Lower Priority
K8LRZ95S,Maureen Marcano,GTX Plus Basic,GTX,,,,,Engaging,2017-04-18,257,Unassigned Account,Medium Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
K9KGXL2E,Markita Hansen,MG Advanced,MG,Lexiqvolax,medical,1618.89,3889.0,Engaging,2017-12-13,18,Mid-Market,Medium Value,Recent (<= 90 days),80,Tier 1 — High Priority
KAGK2GQJ,James Ascencio,GTX Plus Pro,GTX,,,,,Engaging,2017-09-01,121,Unassigned Account,High Value,Aging (91-180 days),75,Tier 1 — High Priority
KAZ72JJ0,Versie Hillebrand,MG Special,MG,,,,,Prospecting,,0,Unassigned Account,Low Value,Unengaged (Prospecting),30,Tier 3 — Lower Priority
KBPKLB2X,Jonathan Berthelot,GTX Pro,GTX,,,,,Engaging,2017-08-14,139,Unassigned Account,High Value,Aging (91-180 days),75,Tier 1 — High Priority
KBQ16F1I,Zane Levy,GTX Basic,GTX,,,,,Engaging,2017-03-03,303,Unassigned Account,Low Value,Stalled / Critical (> 180 days),50,Tier 3 — Lower Priority
KBR253C0,Kami Bicknell,MG Advanced,MG,,,,,Engaging,2017-01-29,336,Unassigned Account,Medium Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
KD6MB4AP,Elease Gluck,MG Special,MG,,,,,Engaging,2016-12-11,385,Unassigned Account,Low Value,Stalled / Critical (> 180 days),50,Tier 3 — Lower Priority
KDPBAHOJ,Kami Bicknell,MG Advanced,MG,,,,,Engaging,2017-06-20,194,Unassigned Account,Medium Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
KF05URX0,Corliss Cosme,MG Special,MG,,,,,Engaging,2017-05-11,234,Unassigned Account,Low Value,Stalled / Critical (> 180 days),50,Tier 3 — Lower Priority
KFPM2LJW,Rosalina Dieter,GTX Basic,GTX,,,,,Engaging,2016-12-25,371,Unassigned Account,Low Value,Stalled / Critical (> 180 days),50,Tier 3 — Lower Priority
KFSKQ291,Gladys Colclough,MG Advanced,MG,Plusstrip,entertainment,349.81,315.0,Prospecting,,0,Commercial / Small,Medium Value,Unengaged (Prospecting),45,Tier 3 — Lower Priority
KIKG1BGV,Moses Frase,MG Advanced,MG,Domzoom,entertainment,217.87,551.0,Engaging,2017-08-02,151,Commercial / Small,Medium Value,Aging (91-180 days),70,Tier 2 — Medium Priority
KIKV29M0,Darcel Schlecht,GTX Plus Pro,GTX,,,,,Prospecting,,0,Unassigned Account,High Value,Unengaged (Prospecting),50,Tier 3 — Lower Priority
KIOF5EM0,Versie Hillebrand,MG Special,MG,,,,,Prospecting,,0,Unassigned Account,Low Value,Unengaged (Prospecting),30,Tier 3 — Lower Priority
KJHM27ZM,Daniell Hammack,GTX Plus Pro,GTX,Labdrill,medical,2741.37,9226.0,Engaging,2017-05-15,230,Enterprise,High Value,Stalled / Critical (> 180 days),90,Tier 1 — High Priority
KKRJ6TBY,Daniell Hammack,GTX Pro,GTX,Scotfind,software,6354.87,16780.0,Engaging,2017-04-01,274,Enterprise,High Value,Stalled / Critical (> 180 days),90,Tier 1 — High Priority
KKUHAY4O,Lajuana Vencill,MG Advanced,MG,,,,,Prospecting,,0,Unassigned Account,Medium Value,Unengaged (Prospecting),40,Tier 3 — Lower Priority
KLUS7RVS,Versie Hillebrand,MG Special,MG,Opentech,finance,355.23,853.0,Prospecting,,0,Commercial / Small,Low Value,Unengaged (Prospecting),35,Tier 3 — Lower Priority
KM1D04JS,James Ascencio,GTX Plus Basic,GTX,,,,,Engaging,2017-02-16,318,Unassigned Account,Medium Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
KMB8TJ0I,Hayden Neloms,MG Advanced,MG,,,,,Engaging,2017-03-24,282,Unassigned Account,Medium Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
KN4LCS4D,Moses Frase,MG Special,MG,,,,,Prospecting,,0,Unassigned Account,Low Value,Unengaged (Prospecting),30,Tier 3 — Lower Priority
KO7JWXCT,Darcel Schlecht,GTX Pro,GTX,,,,,Prospecting,,0,Unassigned Account,High Value,Unengaged (Prospecting),50,Tier 3 — Lower Priority
KOPIWJO5,Marty Freudenburg,GTX Plus Basic,GTX,,,,,Prospecting,,0,Unassigned Account,Medium Value,Unengaged (Prospecting),40,Tier 3 — Lower Priority
KPH05GU8,Lajuana Vencill,MG Advanced,MG,The New York Inquirer,medical,439.21,792.0,Engaging,2017-07-26,158,Commercial / Small,Medium Value,Aging (91-180 days),70,Tier 2 — Medium Priority
KPYCCBQA,Cecily Lampkin,GTX Plus Basic,GTX,,,,,Engaging,2017-07-27,157,Unassigned Account,Medium Value,Aging (91-180 days),65,Tier 2 — Medium Priority
KQ83VL8T,Boris Faz,GTX Plus Basic,GTX,,,,,Engaging,2017-09-17,105,Unassigned Account,Medium Value,Aging (91-180 days),65,Tier 2 — Medium Priority
KQPNPH8A,Cecily Lampkin,GTX Plus Pro,GTX,,,,,Prospecting,,0,Unassigned Account,High Value,Unengaged (Prospecting),50,Tier 3 — Lower Priority
KR22DD8M,Cassey Cress,GTX Basic,GTX,,,,,Engaging,2017-08-17,136,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
KRWKDPWW,Darcel Schlecht,GTX Plus Basic,GTX,,,,,Engaging,2017-07-20,164,Unassigned Account,Medium Value,Aging (91-180 days),65,Tier 2 — Medium Priority
KSOW4MUK,Kami Bicknell,GTX Basic,GTX,,,,,Engaging,2017-06-17,197,Unassigned Account,Low Value,Stalled / Critical (> 180 days),50,Tier 3 — Lower Priority
KT4OEP4X,Versie Hillebrand,MG Special,MG,,,,,Engaging,2017-07-24,160,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
KTC0RC8I,James Ascencio,MG Special,MG,,,,,Engaging,2017-04-23,252,Unassigned Account,Low Value,Stalled / Critical (> 180 days),50,Tier 3 — Lower Priority
KTSP63I0,Marty Freudenburg,MG Advanced,MG,,,,,Prospecting,,0,Unassigned Account,Medium Value,Unengaged (Prospecting),40,Tier 3 — Lower Priority
KTWP0SMT,Jonathan Berthelot,GTX Basic,GTX,,,,,Engaging,2017-07-20,164,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
KV2OFRJT,Kami Bicknell,GTX Pro,GTX,,,,,Engaging,2016-12-13,383,Unassigned Account,High Value,Stalled / Critical (> 180 days),70,Tier 2 — Medium Priority
KVR52YDI,Corliss Cosme,GTX Pro,GTX,,,,,Engaging,2017-03-01,305,Unassigned Account,High Value,Stalled / Critical (> 180 days),70,Tier 2 — Medium Priority
KXR63BV7,Corliss Cosme,GTX Pro,GTX,,,,,Engaging,2017-09-04,118,Unassigned Account,High Value,Aging (91-180 days),75,Tier 1 — High Priority
L0GMLGRR,Vicki Laflamme,MG Special,MG,,,,,Engaging,2017-03-02,304,Unassigned Account,Low Value,Stalled / Critical (> 180 days),50,Tier 3 — Lower Priority
L1YN7LDL,Cassey Cress,MG Special,MG,Bluth Company,technology,1242.32,3027.0,Engaging,2017-06-16,198,Mid-Market,Low Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
L2S4T3VA,Cassey Cress,GTX Plus Pro,GTX,,,,,Engaging,2017-02-08,326,Unassigned Account,High Value,Stalled / Critical (> 180 days),70,Tier 2 — Medium Priority
L4R7LDY1,Violet Mclelland,MG Special,MG,Hatfan,services,792.46,1299.0,Engaging,2017-08-17,136,Mid-Market,Low Value,Aging (91-180 days),65,Tier 2 — Medium Priority
L5PS6S68,Gladys Colclough,MG Advanced,MG,,,,,Prospecting,,0,Unassigned Account,Medium Value,Unengaged (Prospecting),40,Tier 3 — Lower Priority
L6223VHA,Darcel Schlecht,GTX Pro,GTX,Sumace,retail,167.89,493.0,Engaging,2017-07-26,158,Commercial / Small,High Value,Aging (91-180 days),80,Tier 1 — High Priority
L7PPTHLF,Lajuana Vencill,GTX Plus Basic,GTX,,,,,Prospecting,,0,Unassigned Account,Medium Value,Unengaged (Prospecting),40,Tier 3 — Lower Priority
L8XNQONA,Zane Levy,GTX Basic,GTX,Inity,marketing,2403.58,8801.0,Engaging,2017-11-27,34,Enterprise,Low Value,Recent (<= 90 days),80,Tier 1 — High Priority
